time[ms],#packets last interval,#packets overall,overall avrg. packetsize [byte],overall sum packetsize [byte],overall offer [Mb/s],offer last interval [Mb/s]
0.0,0,0,NaN,0.0,NaN,NaN
500.0,0,0,NaN,0.0,0.0,NaN
1000.0,0,0,NaN,0.0,0.0,NaN
1500.0,0,0,NaN,0.0,0.0,NaN
2000.0,0,0,NaN,0.0,0.0,NaN
2500.0,0,0,NaN,0.0,0.0,NaN
3000.0,0,0,NaN,0.0,0.0,NaN
3500.0,0,0,NaN,0.0,0.0,NaN
4000.0,0,0,NaN,0.0,0.0,NaN
4500.0,0,0,NaN,0.0,0.0,NaN
5000.0,0,0,NaN,0.0,0.0,NaN
5500.0,0,0,NaN,0.0,0.0,NaN
6000.0,0,0,NaN,0.0,0.0,NaN
6500.0,0,0,NaN,0.0,0.0,NaN
7000.0,0,0,NaN,0.0,0.0,NaN
7500.0,0,0,NaN,0.0,0.0,NaN
8000.0,0,0,NaN,0.0,0.0,NaN
8500.0,0,0,NaN,0.0,0.0,NaN
9000.0,0,0,NaN,0.0,0.0,NaN
9500.0,0,0,NaN,0.0,0.0,NaN
10000.0,0,0,NaN,0.0,0.0,NaN
10500.0,0,0,NaN,0.0,0.0,NaN
11000.0,0,0,NaN,0.0,0.0,NaN
11500.0,0,0,NaN,0.0,0.0,NaN
12000.0,0,0,NaN,0.0,0.0,NaN
12500.0,0,0,NaN,0.0,0.0,NaN
13000.0,0,0,NaN,0.0,0.0,NaN
13500.0,0,0,NaN,0.0,0.0,NaN
14000.0,0,0,NaN,0.0,0.0,NaN
14500.0,0,0,NaN,0.0,0.0,NaN
15000.0,0,0,NaN,0.0,0.0,NaN
15500.0,0,0,NaN,0.0,0.0,NaN
16000.0,0,0,NaN,0.0,0.0,NaN
16500.0,0,0,NaN,0.0,0.0,NaN
17000.0,0,0,NaN,0.0,0.0,NaN
17500.0,0,0,NaN,0.0,0.0,NaN
18000.0,0,0,NaN,0.0,0.0,NaN
18500.0,0,0,NaN,0.0,0.0,NaN
19000.0,0,0,NaN,0.0,0.0,NaN
19500.0,0,0,NaN,0.0,0.0,NaN
20000.0,0,0,NaN,0.0,0.0,NaN
20500.0,0,0,NaN,0.0,0.0,NaN
21000.0,0,0,NaN,0.0,0.0,NaN
21500.0,0,0,NaN,0.0,0.0,NaN
22000.0,0,0,NaN,0.0,0.0,NaN
22500.0,0,0,NaN,0.0,0.0,NaN
23000.0,0,0,NaN,0.0,0.0,NaN
23500.0,0,0,NaN,0.0,0.0,NaN
24000.0,0,0,NaN,0.0,0.0,NaN
24500.0,0,0,NaN,0.0,0.0,NaN
25000.0,0,0,NaN,0.0,0.0,NaN
25500.0,0,0,NaN,0.0,0.0,NaN
26000.0,0,0,NaN,0.0,0.0,NaN
26500.0,0,0,NaN,0.0,0.0,NaN
27000.0,0,0,NaN,0.0,0.0,NaN
27500.0,0,0,NaN,0.0,0.0,NaN
28000.0,0,0,NaN,0.0,0.0,NaN
28500.0,0,0,NaN,0.0,0.0,NaN
29000.0,0,0,NaN,0.0,0.0,NaN
29500.0,0,0,NaN,0.0,0.0,NaN
30000.0,0,0,NaN,0.0,0.0,NaN
30500.0,0,0,NaN,0.0,0.0,NaN
31000.0,0,0,NaN,0.0,0.0,NaN
31500.0,0,0,NaN,0.0,0.0,NaN
32000.0,0,0,NaN,0.0,0.0,NaN
32500.0,0,0,NaN,0.0,0.0,NaN
33000.0,0,0,NaN,0.0,0.0,NaN
33500.0,0,0,NaN,0.0,0.0,NaN
34000.0,0,0,NaN,0.0,0.0,NaN
34500.0,0,0,NaN,0.0,0.0,NaN
35000.0,0,0,NaN,0.0,0.0,NaN
35500.0,0,0,NaN,0.0,0.0,NaN
36000.0,0,0,NaN,0.0,0.0,NaN
36500.0,0,0,NaN,0.0,0.0,NaN
37000.0,0,0,NaN,0.0,0.0,NaN
37500.0,0,0,NaN,0.0,0.0,NaN
38000.0,0,0,NaN,0.0,0.0,NaN
38500.0,0,0,NaN,0.0,0.0,NaN
39000.0,0,0,NaN,0.0,0.0,NaN
39500.0,0,0,NaN,0.0,0.0,NaN
40000.0,0,0,NaN,0.0,0.0,NaN
40500.0,0,0,NaN,0.0,0.0,NaN
41000.0,0,0,NaN,0.0,0.0,NaN
41500.0,0,0,NaN,0.0,0.0,NaN
42000.0,0,0,NaN,0.0,0.0,NaN
42500.0,0,0,NaN,0.0,0.0,NaN
43000.0,0,0,NaN,0.0,0.0,NaN
43500.0,0,0,NaN,0.0,0.0,NaN
44000.0,0,0,NaN,0.0,0.0,NaN
44500.0,0,0,NaN,0.0,0.0,NaN
45000.0,0,0,NaN,0.0,0.0,NaN
45500.0,0,0,NaN,0.0,0.0,NaN
46000.0,0,0,NaN,0.0,0.0,NaN
46500.0,0,0,NaN,0.0,0.0,NaN
47000.0,0,0,NaN,0.0,0.0,NaN
47500.0,0,0,NaN,0.0,0.0,NaN
48000.0,0,0,NaN,0.0,0.0,NaN
48500.0,0,0,NaN,0.0,0.0,NaN
49000.0,0,0,NaN,0.0,0.0,NaN
49500.0,0,0,NaN,0.0,0.0,NaN
50000.0,0,0,NaN,0.0,0.0,NaN
50500.0,0,0,NaN,0.0,0.0,NaN
51000.0,0,0,NaN,0.0,0.0,NaN
51500.0,0,0,NaN,0.0,0.0,NaN
52000.0,0,0,NaN,0.0,0.0,NaN
52500.0,0,0,NaN,0.0,0.0,NaN
53000.0,0,0,NaN,0.0,0.0,NaN
53500.0,0,0,NaN,0.0,0.0,NaN
54000.0,0,0,NaN,0.0,0.0,NaN
54500.0,0,0,NaN,0.0,0.0,NaN
55000.0,0,0,NaN,0.0,0.0,NaN
55500.0,0,0,NaN,0.0,0.0,NaN
56000.0,0,0,NaN,0.0,0.0,NaN
56500.0,0,0,NaN,0.0,0.0,NaN
57000.0,0,0,NaN,0.0,0.0,NaN
57500.0,0,0,NaN,0.0,0.0,NaN
58000.0,0,0,NaN,0.0,0.0,NaN
58500.0,0,0,NaN,0.0,0.0,NaN
59000.0,0,0,NaN,0.0,0.0,NaN
59500.0,0,0,NaN,0.0,0.0,NaN
60000.0,0,0,NaN,0.0,0.0,NaN
60500.0,0,0,NaN,0.0,0.0,NaN
61000.0,0,0,NaN,0.0,0.0,NaN
61500.0,0,0,NaN,0.0,0.0,NaN
62000.0,0,0,NaN,0.0,0.0,NaN
62500.0,0,0,NaN,0.0,0.0,NaN
63000.0,0,0,NaN,0.0,0.0,NaN
63500.0,0,0,NaN,0.0,0.0,NaN
64000.0,0,0,NaN,0.0,0.0,NaN
64500.0,0,0,NaN,0.0,0.0,NaN
65000.0,0,0,NaN,0.0,0.0,NaN
65500.0,0,0,NaN,0.0,0.0,NaN
66000.0,0,0,NaN,0.0,0.0,NaN
66500.0,0,0,NaN,0.0,0.0,NaN
67000.0,0,0,NaN,0.0,0.0,NaN
67500.0,0,0,NaN,0.0,0.0,NaN
68000.0,0,0,NaN,0.0,0.0,NaN
68500.0,0,0,NaN,0.0,0.0,NaN
69000.0,0,0,NaN,0.0,0.0,NaN
69500.0,0,0,NaN,0.0,0.0,NaN
70000.0,0,0,NaN,0.0,0.0,NaN
70500.0,0,0,NaN,0.0,0.0,NaN
71000.0,0,0,NaN,0.0,0.0,NaN
71500.0,0,0,NaN,0.0,0.0,NaN
72000.0,0,0,NaN,0.0,0.0,NaN
72500.0,0,0,NaN,0.0,0.0,NaN
73000.0,0,0,NaN,0.0,0.0,NaN
73500.0,0,0,NaN,0.0,0.0,NaN
74000.0,0,0,NaN,0.0,0.0,NaN
74500.0,0,0,NaN,0.0,0.0,NaN
75000.0,0,0,NaN,0.0,0.0,NaN
75500.0,0,0,NaN,0.0,0.0,NaN
76000.0,0,0,NaN,0.0,0.0,NaN
76500.0,0,0,NaN,0.0,0.0,NaN
77000.0,0,0,NaN,0.0,0.0,NaN
